89	4	q	austin is burdened by the fastest-growing tax increases of any major city in the nation.
90	4	q	phoenix, arizona, is the no. 2 kidnapping capital of the world.
91	0	q	i belong to the afl-cio.
92	1	q	the insurance commissioner cant do squat about health care.
93	2	q	says a poll found him the only republican candidate who could beat barack obama in texas -- and by eight points.
94	3	q	president ronald reagan sent troops into conflict only in one circumstance, which was in grenada we were in a peacekeeping setting in lebanon.
95	3	q	says david jolly supports privatizing social security.
96	0	q	did you know us population growth is at its lowest since the great depression?
97	1	q	the average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.
98	0	q	since 1968, more americans have died from gunfire than died in all the wars of this countrys history.
99	1	q	a foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.
100	4	q	the florida department of agricultures website freshfromflorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.
101	5	q	the atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.
102	1	q	raising the minimum wage to $10.10 an hour, would help lift over a million americans out of poverty.
103	1	q	says secretary of state john kerry, when he was a senator, flew to managua and met with a communist dictator there, daniel ortega, and accused the reagan administration of engaging in terrorism.
104	4	q	nato is opening up a major terror division. ... im sure im not going to get credit for it, but that was largely because of what i was saying and my criticism of nato.
105	0	q	sen. obama has always had a 100 percent prochoice rating.
106	2	q	since gina raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.
107	0	q	the (federal) debt is growing by more than $4 billion a day.
108	2	q	under president barack obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.
109	4	q	of our 98,000 teachers who are k-12, over 53,000 of those teachers today are over 50 years old.
110	1	q	two-thirds of wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.
111	2	q	under president obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.
112	2	q	the irs also investigated liberal groups, groups that had progressive in their name. ... the irs was basically looking at everybody.
113	3	q	says obama promised unemployment would never go above 8 percent.
114	0	q	the economy is creating jobs at the fastest pace since 1999.
115	1	q	president obama decided not to meet with prime minister benjamin netanyahu in new york.
116	1	q	in a majority of states, you can now marry freely, but can still be fired for who you love.
117	5	q	say oregon reps. peter defazio and earl blumenauer are socialists who are openly serving in the u.s. congress.
118	5	q	"rudy giuliani is ""probably the most underqualified man since george bush to seek the presidency."""
119	4	q	about half of the presidents have been governors; half of them, senators.
120	1	q	after britains vote to leave the european union, within 24 hours, americans lost $100 billion from our 401(k)s.
121	1	q	medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.
122	0	q	says 88 texas constables have died in the line of duty.
123	1	q	gov. rick scott cut the cost of prepaid college tuition by nearly $20,000.
124	1	q	the city of columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.
125	0	q	as florida's cfo, i shut down krakow's scam and refunded more than $1.2 million to josephine and other victims of this con man.
126	1	q	you had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.
127	4	q	the air force wants taxpayers to fund a fantasy football league.
128	5	q	barack hussein obama will ... force courts to accept islamic sharia law in domestic disputes.
129	2	q	about 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.
130	1	q	some neighborhood schools are closing.
131	1	q	he told gay organizers in massachusetts he would be a stronger advocate for special rights than even ted kennedy.
132	1	q	the years that i was speaker, the florida house consistently offered leaner budgets than the governor offered.
133	3	q	we are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.
134	0	q	says the u.s. supreme court found that social security is not guaranteed.
135	4	q	saysmichael bennet wants to close guantanamo bay prisonand bring terrorists right here to colorado.
136	0	q	oregonians have an amazing no-cost way to fight abortion with free political donations
137	5	q	the president said hes going to bring in 250,000 (syrian and iraqi) refugees into this country.
138	3	q	research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.
139	1	q	newt gingrichs immigration plan offers a new doorway to amnesty.
140	4	q	mr. caprio is a career politician who has never worked in the private sector.
141	3	q	in rhode island, 9 percent of workers use the states temporary disability insurance program each year while in new jersey, the rate is only 3 percent.
142	1	q	in just 17 years, spending for social security, federal health care and interest on the debt will exceed all tax revenue!
143	1	q	president obama took more money from wall street in the 2008 campaign than anybody ever had.
144	2	q	donald trump has said nuclear proliferation is ok.
145	0	q	hillary clinton has taken over $800,000 from lobbyists.
146	4	q	barack obama has never even worked in business.
147	2	q	says the arizona immigration law expressly bans racial profiling.
148	4	q	says gov. rick perry has been begging for the federal government to send the coast guard to patrol two lakes on the u.s.-mexico border.
149	3	q	on the va: over 300,000 veterans have died waiting for care.
150	1	q	were now spending 42 percent of our economy on government.
151	3	q	rob cornilles supports privatizing medicare.
152	4	q	in 2005, dan branch tried to expand third-trimester abortions in texas.
153	2	q	we (democrats) have made steady progress creating jobs and improving our schools.
154	5	q	michigan and massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.
155	0	q	whether you like to admit it or not, half our general revenue goes to education.
156	4	q	im the only one whos fought against developers draining the everglades!
157	2	q	says ron johnson calls social security a ponzi scheme and wants to privatize the program.
158	2	q	there are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to north carolinas house bill 2.
159	3	q	climate change is directly related to the growth of terrorism.
160	3	q	the jobs bill includes president obamas tax on soup kitchens
161	3	q	says the obama administration spent taxpayer dollars on electric cars in finland (and) windmills in china.
162	2	q	while sarah was mayor of wasilla she tried to fire our highly respected city librarian because the librarian refused to consider removing from the library some books that sarah wanted removed.
163	2	q	if milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.
164	4	q	we have more illegal immigrants here than we did five years ago.
165	3	q	says rick perry wrote a letter supporting hillarycare.
166	4	q	the u.s. patent and trademark office received zero complaints about the washington redskins name.
167	5	q	the presidents health care proposals will cause most americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.
168	1	q	(mexican immigrants) are more law-abiding than u.s. citizens and that is a statistic.
169	2	q	says chris christie vetoed a jobs package of 30 bills.
170	0	q	there are already more american jobs in the solar industry than in coal mining.
171	2	q	says illinois gubernatorial candidate bill bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.
172	2	q	barack obama is in an economy thats only worsened since hes been president of the united states.
173	1	q	"romney failed to take action against ""sanctuary cities"" in massachusetts."
174	2	q	says new jersey is down nearly 200,000 jobs from its pre-recession peak and with gov. chris christie new jersey has trailed the rest of america when it comes to unemployment for 12 consecutive months.
175	4	q	says thomas eric duncan came into the united states with an elevated temperature.
176	1	q	we have been in afghanistan longer now than we have been in any foreign land conducting a war in our nations history.
177	2	q	gas prices have gone up $2 since obama took office.
178	0	q	webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.
179	0	q	says judges get better benefits at a lower cost than everybody else in the state.
180	0	q	there are a lot of casinos across the country that have gone bankrupt.
181	0	q	small businesses create 70 percent of the jobs in america.
182	2	q	"seniors with coverage under medicare advantage will give up ""more than their share"" because of health care reform"
183	2	q	over 12,000 school kids were arrested in florida. it makes florida the nations leader in that area.
184	1	q	if texas were a country our economy would rank # 10...in the world.
185	4	q	there are more oil rigs in operation in the united states than the rest of the world combined.
186	2	q	payday lenders profit from the poor by charging 1,000-plus percent interest.
187	2	q	the social security trust fund is sound. without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.
188	1	q	it is a commitment voters take very seriously: the only incumbent in ohio to break his pledge and vote for ted stricklands income tax hike was defeated soundly on tuesday.
189	4	q	the obama administration shut down the amber alert program because of the government shutdown.
190	1	q	the republicans have 2 percent of the muslim vote.
191	1	q	[w]e see americas prison population exploding, with america having a greater percentage of its people behind bars than any other nation in the world!
192	5	q	says that in a hearing, rep. gabrielle giffords suggested to gen. david petraeus that the army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.
193	2	q	every single one of the 41 republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on january 1, 2015.
194	0	q	in texas, the no. 1 name for new male babies many of whom will vote one day is jose.
195	1	q	marco rubio voted against authorizing president obama to strike syria after assad used chemical weapons on his own people.
196	4	q	under the cash for clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. and you're going to get $4,500.
197	4	q	not one republican has the guts to recognize that climate change is real.
198	2	q	while our people work longer hours for lower wages, almost all new income goes to the top 1 percent.
199	5	q	david dewhurst has a record of promoting an income tax.
200	1	q	point pleasant beach does not own its beaches; they are privately owned and operated by businesses such as jenkinsons
201	3	q	in the past year, more than 20 percent of americans have changed their mind about the war in afghanistan. they conclude we shouldn't be there.
202	4	q	in the last five years, 28,000 people have been killed along the u.s.-mexico border.
203	3	q	the state of ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.
204	4	q	says obama health reform law denies millions access to affordable insurance.
205	3	q	says hb2 hasnt moved the needle one iota on north carolinas economy.
206	4	q	close to 30% of our federal prison population consists of illegal immigrants.
207	4	q	says rick scott called education not a core function of the state.
208	4	q	the family research council, according to some government agencies, is a terrorist group.
209	0	q	says rep. jim weidner proposed a bill taking away health care for 80,000 of oregons children.
210	0	q	says that in the 1985 election former gov. tom kean had the largest winning margin for a gubernatorial candidate in jersey history.
211	4	q	obamacare is the biggest tax increase in american history.
212	0	q	you ... said that barack obama was not ready to be commander in chief.
213	1	q	the median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.
214	3	q	milwaukee mayor tom barrett has held the line on property taxes.
215	0	q	im the only member of the house of representatives who raised most of his campaign funds in the last election from small contributions of less than $200.
216	0	q	unlike the gridlock in washington, more than 80 percent of the bills we passed during this general assembly had bipartisan support.
217	4	q	josh mandel is lying about his own record. the rating of ohios investment fund has not improved.
218	2	q	rick scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.
219	2	q	on how money from a possible lease of the ohio turnpike would be used
220	1	q	at the beginning of the last decade ... america had a budget surplus of over $200 billion. by the time i took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.
221	2	q	the president has had 1,540 of his nominations confirmed, only four defeated.
222	0	q	u.s. taxpayers are being forced to fund feisal abdul raufs trip to the middle east.
223	3	q	milwaukee county taxpayers paid $370,000 to settle a lawsuit over a decision by sheriff david a. clarke jr. to use untrained corrections officers rather than deputies to patrol the lakefront.
224	1	q	there are justice department policies against fbi director james comey discussing details of a federal investigation so close to an election.
225	0	q	"democratic presidents ""have been considerably more effective at creating private-sector jobs."""
226	0	q	"joe biden ""voted against the first gulf war. he opposed the surge. he wanted to partition iraq."""
227	3	q	says rush limbaugh made it clear hed rather see the country fail than president barack obama succeed.
228	2	q	one percent of the american people make over 21 percent of all the income in america. that wasnt the way before george bush became president.
229	2	q	"military ""recruiting went on at harvard every single day throughout the time (kagan) was there."""
230	1	q	says that under rick perrys plan, texas has cut funding for public schools by 25%.
231	2	q	says david perdue wants to abolish the u.s. department of education, which would cost georgia schools $1 billion a year and eliminate millions in student loans.
232	1	q	the paul ryan budget proposal would privatize medicare.
233	1	q	high school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.
234	2	q	the united states imprisons more than any nation in the world.
235	5	q	says marco rubio is the one for an open border.
236	1	q	...over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.
237	3	q	says cuts to medicare affect people who have already paid in. we paid for it.
238	3	q	david alameel is giving thousands of dollars to support the republican party candidates including john cornyn and greg abbott.
239	0	q	the american healthcare system burns 18 percent of our national gdp. nobody else is close.
240	4	q	providences port is 200 miles closer to europe than any other eastern port.
241	0	q	says you need a photo id to purchase sudafed in texas.
242	1	q	twenty percent of housing in portlands pearl district is affordable.
243	1	q	says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.
244	2	q	hillary clinton supported nafta and permanent china trade. pennsylvania lost thousands of jobs.
245	2	q	numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.
246	0	q	obama's budget plan would take national debt up to about 80 percent of gross national product. ... historically, it's been about 40 percent.
247	3	q	says hillary clinton said the veterans affairs scandal is over-exaggerated. she said she was satisfied with what was going on.
248	4	q	we now have driven (health care) costs down to the lowest theyve been in 50 years.
249	2	q	"president barack obama's ""initial response when we heard about the christmas underwear bomber"" was to say that ""this was the act of an isolated extremist."""
250	2	q	says sen. sherrod brown admitted that his $787 billion stimulus law failed and after specifically attacking republicans for wanting to lower americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.
251	1	q	"in the 1950s, ""a lot of people got rich and they had to pay a top tax rate of 90 percent."""
252	1	q	the charleston, s.c., shootershould have never been given a gun, but the universal background check was not fast enough.
253	3	q	sixty-five percent of the iraqi people now say it's okay to shoot an american soldier.
254	4	q	twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.
255	2	q	says gov. chris christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.
256	0	q	warren (buffett) still does support me.
257	0	q	says george lemieux was one of two republicans who voted for president barack obamas jobs bill.
258	4	q	a precinct in the allen west-patrick murphy recount has 7 registered voters in guatemalan community and the tally showed 900 voted!!!!!
259	1	q	about 230,000 people that were on unemployment when i took office are not on unemployment now.
260	3	q	one person, kathleen sebelius, was going to determine whether or not 10-year-old lung patient sarah murnaghan would live or die.
261	5	q	ron klein repeatedly voted in favor of amnesty for illegal immigrants.
262	4	q	local law enforcement . . . will have access to the [obamacare] data hubs treasure trove of personal info.
263	0	q	during his tenure as mayor, he saw houstons crime rates drop to the lowest levels in more than 25 years.
264	5	q	barack obamas columbia university id says he was a foreign student and went by barry soetoro.
265	3	q	"john mccain, ""one of the richest people in a senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations."""
266	4	q	terry mcauliffe wants to raise your taxes $1,700 to pay for his infinite promises.
267	2	q	hypocrisy at the clinton foundation: top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.
268	1	q	since the federal violence against women act was adopted in 1994, cases of domestic violence have fallen by 67 percent.
269	2	q	says federal law enforcement officers cut off questioning of the christmas day underwear bomber by giving him a miranda warning after 30 minutes of questioning.
270	2	q	on legalizing illegal immigrants.
271	0	q	nearly half of all pregnancies in the u.s. are unintended.
272	2	q	"we are ""borrowing saudi money for saudi oil"" with the result being ""dependency and debt."""
273	2	q	says there are homes for sale on and around (oswego lake) right now for under $150,000 that anyone is welcome to buy.
274	2	q	since the president became the president, we have lost 3.3 million jobs in the private sector. but you know whos done ok and whos not complaining today? the public sector. weve gained 590,000 public sector jobs.
275	4	q	the top 1 percent pay over half of the entire revenue for this country.
276	3	q	the difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.
277	2	q	chris christie has not increased the taxes on anyone.
278	3	q	the united states does not have a system through which growers and dairies can bring a workforce legally into the u.s.
279	4	q	says he never said he would keep education funding the same.
280	0	q	since 1978, college tuition nationwide has gone up something like four times the rate of inflation.
281	2	q	says sen. rob portman said, it would be irresponsible not to cut medicare.
282	1	q	most of, if not all of, the [dekalb school construction] projects always came in on or were under budget.
283	4	q	(palin) supported right-wing extremist pat buchanan for president in 2000.
284	3	q	says sen. sherrod brown voted to block american energy production and increase energy taxes.
285	3	q	says jeanne shaheen voted for a measure that would have amounted to a new national energy tax.
286	2	q	washington, d.c., had some of the strictest gun laws in the country. and when they passed them, violence skyrocketed.
287	1	q	seven presidents before (barack obama) -- republicans and democrats -- tried to expand health care to all americans.
288	4	q	while fighting a move to toughen penalties for workplace gender discrimination, state sen. glenn grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.
289	4	q	if you put the $47 billion in revenue (raised over 10 years by the buffett rule) into infrastructure you could create 611,000 infrastructure jobs.
290	5	q	what is the proper collective noun for a group of baboons? believe it or not . . . a congress!
291	0	q	i have repeatedly said that many of the predatory loans that were made in the mortgage system did target african-american and latino communities.
292	1	q	starting in december 2007, 1.4 million jobs were created in texas. in that same period, the rest of the country lost 400,000 jobs.
293	3	q	the (health reform) legislation which washington passed last year has made it more difficult to hire because its increased costs for employers.
294	3	q	the cbo, the congressional budget office has said that obamacare will kill 800,000 jobs.
295	3	q	"thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer."""
296	5	q	texas this fiscal year will have more money in reserve than the other 49 states combined.
297	4	q	on using the strategic petroleum reserve.
298	1	q	immigrants are more fertile.
299	1	q	"the proposed education changes ""will not cut one teacher's pay."""
300	5	q	the number of uninsured people in massachusetts is about the same as it was when the mandates were passed in 2006.
301	1	q	firearms homicides are down about 40 percent since texas passed concealed-gun permit law.
302	4	q	upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.
303	5	q	we spend less on defense today as % of gdp than at any time since pearl harbor.
304	1	q	if you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.
305	2	q	says scott walker wants to ban common forms of birth control, including the pill.
306	4	q	jason kander supports [obamas] plan to bring the remaining suspected terrorists to u.s. soil.
307	2	q	shelby county donated im sorry, gave 44 schools to the city of memphis.
308	2	q	top u.s. intelligence officials have toldevery member of congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from syria and iraq.
309	0	q	have the suburbs been inundated with former residents of atlanta housing projects? absolutely not.
310	0	q	in july 1996, mitt romney helped locate the missing teenage daughter of a partner at bain capital.
311	3	q	blames mike mcintyre and nancy pelosi for the second straight year of no cost-of-living increases for social security beneficiaries.
312	3	q	the government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.
313	2	q	there are mechanisms in place to shut down the internet privately.
314	3	q	the american people support defunding obamacare and oppose shutting down the government.
315	2	q	report that #gop insisting on changes to social security as part of #fiscalcliff false. btw those changes are supported by @barackobama.
316	0	q	nobody has played clips over and over ...of president obama (saying), if they bring a knife to the fight, well bring a gun.
317	5	q	the people of rhode island dont want same-sex marriage.
318	2	q	rep. paul ryans medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.
319	3	q	this year in congress (connie mack iv) has missed almost half of his votes.
320	3	q	1/3 of our kids drop out (of high school), cannot go to college or start a career.
321	3	q	not even old gen. eisenhower saluted military personnel as president.
322	0	q	if wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.
323	3	q	you cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.
324	4	q	74 percent of republicans support the affordable care act.
325	2	q	for every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.
326	2	q	the federal government has $3 trillion in cash flow, so we can pay our bills and wont default.
327	4	q	says alex sink failed florida homeowners by using predatory lending practices.
328	3	q	over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since dodd-frank has passed.
329	3	q	you cant check out a library book without a photo id.
330	5	q	says that starbucks took christmas off of their brand new cups.
331	1	q	atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.
332	4	q	hillary clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.
333	0	q	under legislation that has cleared the georgia house, some children who are legal refugees could obtain state scholarships to attend private schools.
334	1	q	we went from losing 3 million jobs in the last six months of the bush administration, adding almost 600,000 private sector jobs in the first six months of the year.
335	2	q	the star ohio fund just received the highest possible credit rating one of these funds can receive.
336	2	q	taxpayers are on the hook ... for less than a third of the proposed new atlanta falcons stadium, and those funds are repaid from money that comes from outsiders.
337	1	q	in the last 22 months, businesses have created more than 3 million jobs. last year, they created the most jobs since 2005.
338	2	q	every year, more than $40 million are leaving missouri for the lone star state.
339	1	q	a college loan is the only loan in the united states that you cannot refinance when interest rates go down.
340	1	q	the house of representatives has never passed a resolution of disapproval to condemn a member's behavior.
341	1	q	we are younger than our competitors, and this is entirely because of immigration.
342	2	q	recent international reports show the united states near the bottom among industrialized nations for k-12 academic achievement.
343	0	q	says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.
344	2	q	the policy mistakes that ... the clintons made got us, in large degree, to the situation that we are in today with mass incarceration.
345	3	q	says he raised average family income by 50 percent during his tenure as arkansas governor.
346	2	q	they tried to give us $400 million to build a high-speed train that goes 39 miles an hour.
347	2	q	says the cbo estimates that fully extending the bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.
348	0	q	president reagan did it (raised the debt ceiling) 18 times. george w. bush did it seven times.
349	2	q	according to david cay johnston, the average american pays about 22 percent of their income to federal taxes. the richest 400 americans pay about 16 percent of their income to federal taxes.
350	4	q	most young americans right now, theyre not covered by health insurance.
351	1	q	in 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. today, despite record-breaking profits, corporate taxes bring in less than 9 percent.
352	0	q	over the last 10 years, texas created 33 percent of the net new jobs nationwide.
